Mapfix ID, MapID, Map Name, GameIDs, ModeIDs, StyleIDs, Date, Unix Constraint, Fix Description
https://maps.strafes.net/mapfixes/279, 5692170735, Poly Mount, SURF, MAIN, FASTE, Feb 22 2026 12:17:42 AM, UNSPECIFIED, fixed faste oob
https://maps.strafes.net/mapfixes/292, 5692133239, Slate Two, SURF, MAIN, FASTE, Mar 3 2026 12:44:21 AM, UNSPECIFIED, patched oobs (auto got wiped but not faste)
